"","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02","var.FT","var.SA","var.SB","var.SC","var.SD","var.SE","var.SF","var.SG","var.SH","var.SJ","var.SK","var.SL","var.SM","var.SN","var.SO","var.H","var.P","var.R","var.1","var.2","var.3","var.4","var.5","response"
"6474",0,"SO",19,1,"P",1,100,9,2,0,6,1,45,621,0,62.5625,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"6478",0,"SO",15,1,"P",1,950,44,1,0,12,2,22,1209,0.0214583669,30.49609375,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"6483",0,"SH",18,1,"P",1,1050,7,1,0,2,2,8,154,0,72.953125,1,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"6485",0,"SO",22,2,"R",1,500,29,1,0,23,4,6,0,0.1322726412,79.953125,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
"6486",0,"SO",26,0,"P",1,200,25,1,0,0,2,4,0,0.0948037943,16.43359375,1,0,146,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1
"6487",0,"SB",18,0,"P",1,14850,12,2,65,13,1,2,1,0,92.234375,1,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"6488",0,"SE",18,1,"R",2,500,39,1,0,3,0,2,1,0,56.875,3,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"6490",0,"SF",24,2,"P",2,2650,22,1,0,0,0,4,526,0.0736978569,6.734375,1,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"6491",0,"SO",22,0,"R",1,1250,33,1,0,11,0,36,436,0.0176667385,40.7734375,1,0,4,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
"6492",1,"SO",22,0,"R",1,800,20,2,0,0,2,15,217,0.013340523,73.640625,1,0,437,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
"6493",1,"SH",24,1,"R",1,800,11,1,85,6,6,43,0,0,68.1875,1,0,0,5,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"6498",1,"FT",17,0,"P",1,500,42,1,20,2,1,11,15128,0.7569742855,18.7109375,1,0,0,5,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"6499",0,"FT",22,1,"R",1,150,8,1,0,7,0,11,498,0.0064960486,45.671875,1,0,42,5,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"6502",0,"FT",17,1,"R",1,700,2,1,225,14,0,12,868,0.0802442117,40.9375,1,0,0,5,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
"6503",1,"SM",26,1,"R",1,350,10,1,0,8,5,22,217,0,33.7578125,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
"6504",0,"SC",18,1,"R",1,950,35,2,0,6,6,27,0,0.0972410033,35.1328125,1,0,0,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"6505",1,"SO",21,1,"R",3,3400,2,1,0,18,1,9,2139,0.0864016984,38.5703125,1,0,350,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
"6507",0,"SA",17,1,"R",2,150,8,1,0,24,0,7,434,0,9.15234375,1,0,0,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"6509",0,"SO",21,2,"P",3,950,4,1,36,3,1,96,0,0.0420667018,74,2,0,418,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"6511",0,"SB",21,4,"P",1,100,10,1,0,13,2,29,94,0.0560079991,46.875,2,1,1246,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"6512",260,"SG",24,6,"P",1,350,45,1,105,6,5,39,1055,0,83.03125,1,0,0,5,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"6513",0,"SE",20,1,"P",1,4250,1,1,0,15,3,33,372,0.181348952,67.46875,1,1,0,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"6514",300,"SG",19,1,"P",2,7350,38,1,0,11,0,32,465,0.0287919589,84.40625,1,1,0,3,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"6515",0,"SO",18,1,"P",1,500,4,2,34,9,0,31,5704,0.073030655,80.640625,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"6517",0,"SO",16,0,"P",1,100,4,2,0,20,2,13,32,0.158316982,80.765625,1,0,327,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"6518",0,"SO",19,1,"P",1,500,36,1,0,14,0,12,588,0,46.609375,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
"6519",0,"SA",18,1,"P",2,400,17,1,50,7,0,4,0,0.0119672719,11.361328125,1,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"6520",1,"SC",18,1,"P",1,250,31,1,0,9,4,3,962,0.1181508864,74.046875,1,1,0,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"6521",1,"SO",20,2,"P",1,7200,2,1,0,6,1,3,31,0.2812334253,39.6953125,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"6522",0,"SB",20,1,"P",1,250,34,1,1,3,2,3,434,0.3632724462,33.265625,1,1,54,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"6523",0,"SO",26,1,"R",1,400,3,2,226,0,3,2,0,0.0263759459,54.4453125,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"6524",0,"FT",29,1,"P",1,500,2,1,95,15,3,39,31,0,63.53125,1,0,966,4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"6525",0,"SO",19,1,"H",2,250,2,2,0,5,0,3,588,0.0266026355,54.4375,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"6526",10,"SB",22,2,"R",2,350,18,1,0,15,0,23,278,0.1419788664,47.734375,1,0,475,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"6527",0,"SA",19,1,"R",1,200,1,1,86,6,0,42,1,0.2612936255,27.296875,1,0,0,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"6528",500,"SO",23,0,"R",1,700,6,1,21,19,0,32,216,0.5638901945,7.494140625,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"6529",0,"SA",21,3,"P",1,2550,10,2,36,21,3,105,0,0.0692912855,58.7265625,1,1,0,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"6530",400,"SO",19,0,"P",2,400,40,1,24,13,0,58,0,0,78.375,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"6534",1,"SO",18,1,"P",1,450,5,2,0,23,2,30,1457,0.1981173134,64.578125,1,0,447,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"6535",0,"SA",18,1,"P",1,1300,17,1,0,16,0,25,0,0,75.734375,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"6541",0,"SB",18,1,"P",1,500,7,1,30,0,0,8,1,0,71.1875,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"6545",0,"SC",18,1,"P",1,650,22,2,35,2,0,4,29,0.5858268384,27.55859375,1,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"6546",500,"SO",20,0,"P",2,400,10,3,0,1,0,3,31,0,18.43359375,1,2,18,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"6550",200,"SO",18,0,"R",1,500,6,1,0,15,4,20,807,0,68.15625,1,0,202,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
"6560",1,"SO",25,2,"R",1,2850,41,2,75,23,1,95,1241,0.0980807485,59.7265625,1,0,1034,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"6561",0,"SC",18,1,"P",1,1200,1,1,56,23,1,3,1,0.3672115169,90.875,1,1,23,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"6562",1000,"SG",24,1,"R",2,1200,4,1,21,19,1,2,621,0.0046236799,67.578125,2,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"6563",0,"SO",24,0,"R",1,250,2,1,46,6,0,27,3844,0.8622883111,48.359375,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
"6564",0,"FT",21,1,"P",1,800,3,1,111,11,0,2,32,0,77.625,1,0,0,4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"6566",0,"SO",26,1,"P",1,100,4,3,25,5,0,4,2294,0.1084519273,24.625,1,0,24,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"6567",1,"FT",23,1,"P",1,600,26,1,0,14,0,8,154,0,28.35546875,1,0,0,4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"6569",0,"SK",18,4,"P",1,350,2,3,0,10,1,13,341,0,68.359375,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
"6570",500,"SB",21,1,"R",1,3200,4,2,42,8,0,29,1859,0,91.46875,1,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"6572",0,"FT",21,1,"P",1,950,9,1,0,15,0,8,403,0.3476182204,67.3125,1,0,0,5,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"6573",1,"SH",20,1,"R",1,2350,3,1,0,28,0,31,0,0.0461503604,65.9375,1,0,0,5,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"6574",1,"SA",29,1,"P",1,500,26,1,0,6,0,10,466,0,69.34375,1,0,0,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"6575",0,"SC",23,1,"P",1,500,2,1,0,6,0,18,807,0,39.9765625,2,0,0,4,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"6576",1000,"SO",24,0,"P",2,950,36,1,0,16,5,21,1393,0.0115521854,61.3203125,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"6578",0,"SB",18,5,"R",1,150,2,1,0,1,0,48,32,0,41.4296875,1,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"6580",0,"FT",24,1,"P",1,950,4,1,0,11,1,5,93,0,86.140625,1,0,82,5,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
"6581",0,"SA",21,4,"P",1,1000,27,2,36,18,2,30,31,0,62.1875,2,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"6582",500,"SO",21,1,"R",1,500,2,1,39,13,6,5,63,0.1774568469,25.23828125,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
"6583",0,"SO",23,0,"R",1,300,16,2,34,15,0,4,31,0,71.828125,1,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
"6584",0,"SA",22,5,"P",2,1050,12,1,1,12,4,59,868,0,89.921875,1,1,877,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"6585",0,"SO",20,1,"P",3,2100,13,2,0,26,1,48,0,0.0105143433,72.96875,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"6586",0,"SD",19,1,"R",1,800,12,1,70,7,1,18,466,0.3013686743,65.265625,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"6587",1,"SO",19,1,"P",1,150,12,1,42,3,1,10,402,0,79.09375,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"6588",0,"SA",22,1,"P",1,500,30,1,40,16,2,8,0,0,62.375,1,1,140,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"6589",0,"SO",18,1,"P",2,600,10,1,0,5,0,4,155,0.1395726339,69.578125,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"6590",0,"SE",18,1,"P",1,500,23,1,0,11,0,22,0,0.5029809587,77.109375,1,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"6591",0,"SM",35,1,"R",1,400,7,2,345,17,0,1,0,0.0777644536,44.25,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"6592",1,"SC",23,1,"P",1,1600,41,1,0,16,5,10,1551,0.1015234499,81.609375,1,1,236,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"6593",0,"SO",40,1,"R",1,200,15,1,30,3,0,27,61,0,57.84375,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"6594",1,"SF",22,6,"R",1,250,13,2,0,2,4,10,434,0,2.2026367188,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"6595",0,"SO",19,1,"R",2,500,17,1,0,8,1,34,219,0.0121921071,64.953125,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"6596",0,"FT",20,0,"P",1,1450,18,1,0,2,1,21,123,0.1842020727,49.8828125,1,0,0,5,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"6600",100,"SL",23,4,"P",1,950,10,3,0,16,6,15,0,0.024520925,65.90625,1,2,898,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
"6601",1,"SM",23,5,"P",1,15000,38,1,35,22,5,5,371,0.2177525419,48.578125,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
"6605",1600,"SB",19,2,"R",1,450,13,1,40,12,0,5,91,0.3613917688,48.4609375,1,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"6610",1,"SO",32,0,"R",1,500,24,1,25,4,0,9,526,0.0429388185,11.46875,2,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"6613",0,"SD",24,1,"R",1,950,2,1,0,2,2,8,0,0.063310503,50.8125,1,0,0,5,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"6614",1,"SO",24,1,"P",1,800,21,4,46,19,0,26,1457,0,71.578125,1,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
"6616",160,"SD",30,3,"R",1,500,18,1,0,1,0,45,62,0.1120604875,41.859375,1,0,524,5,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"6617",0,"SE",25,0,"R",1,300,13,3,1,8,0,53,1,0,42.390625,1,0,0,4,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"6620",0,"SO",24,1,"R",1,500,20,4,0,8,0,38,1828,0.012387192,58.34375,2,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
"6622",0,"SB",21,4,"R",2,650,62,3,40,23,0,4,0,0,69,1,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"6624",0,"SD",21,2,"P",1,200,14,1,1,6,0,13,0,0,86.109375,1,0,0,5,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"6625",1,"SO",18,1,"P",2,1150,28,2,0,2,0,11,436,0,35.578125,1,0,1619,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
"6626",0,"SL",22,1,"R",1,100,6,1,0,6,0,24,1024,0.2490408346,66.90625,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
"6627",0,"SB",18,3,"P",1,1000,6,1,0,23,2,39,0,0,68.109375,2,0,0,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"6629",1,"FT",17,1,"P",2,250,2,3,0,26,2,15,806,0.1546326615,22.453125,1,0,0,5,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"6630",0,"SF",18,1,"H",1,600,60,1,1,13,0,66,619,0,64.765625,1,1,0,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"6631",1,"SB",19,2,"P",1,50,2,1,90,10,1,40,1,0.1475286894,76.09375,1,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"6632",1080,"SB",33,1,"R",2,600,15,2,75,27,0,25,619,0.3505512439,96.625,1,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"6633",1,"SA",19,1,"P",1,950,24,1,1,6,0,13,125,0.2242008885,80.71875,1,1,0,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"6634",1,"SO",30,1,"R",2,6000,5,4,70,19,0,1,1984,0.3962719161,48.4375,1,4,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"6635",0,"SE",18,1,"P",1,500,14,2,0,7,1,8,1859,0.3860054649,57.4375,2,2,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"6636",0,"SO",19,1,"P",2,600,9,1,1,18,0,14,7780,0.1471186113,59.546875,1,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"6637",1,"SA",27,1,"R",1,750,17,3,25,6,3,40,30,0.1608020598,62.5546875,2,0,0,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"6638",0,"FT",19,2,"P",1,2000,6,1,0,19,1,5,62,0,41.6484375,1,0,0,4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"6639",1,"SA",22,0,"R",2,50,12,1,0,26,5,1,61,0,86.296875,1,0,0,4,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"6640",30,"SO",18,0,"P",1,750,2,2,30,25,0,44,1986,0.1892237067,64.46875,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"6641",1,"SN",18,1,"P",1,950,47,1,0,23,0,39,3720,0.0334019372,73.078125,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
"6642",0,"SF",19,3,"P",2,250,9,1,21,0,0,37,0,0,40.5078125,1,1,0,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"6643",500,"SO",23,1,"P",2,2650,4,2,0,12,4,32,94,0,73.75,1,2,644,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"6647",400,"SO",21,4,"P",1,500,25,2,39,10,0,21,0,0,14.298828125,1,2,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
"6651",0,"SO",19,1,"P",2,500,10,1,0,14,2,7,1,0,83.390625,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"6653",1,"SO",19,4,"P",1,550,2,1,0,16,0,3,31,0,44.1171875,1,1,30,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"6657",0,"SO",21,3,"P",2,1250,36,2,1,9,0,34,992,0.0734438759,58.171875,2,0,502,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"6660",0,"SL",18,1,"P",1,750,9,2,0,11,0,4,0,0.3114960808,52.1953125,1,2,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
"6664",300,"SC",18,1,"R",1,1450,27,1,1,3,3,20,0,0.047735157,71.71875,1,0,615,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"6665",0,"SO",24,0,"P",1,150,17,1,0,27,0,13,31,0.0977142346,40.1640625,2,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"6667",1,"SC",25,4,"P",1,950,101,1,0,4,2,3,652,0.0954713726,55.90625,1,0,0,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"6668",0,"SF",24,1,"R",1,1500,28,1,0,15,7,21,61,0.0949926213,70.875,1,0,3448,5,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"6672",0,"FT",24,0,"P",1,800,40,1,0,5,2,3,744,0,41.2109375,1,0,0,4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"6673",0,"SD",20,1,"P",3,800,11,2,46,6,2,22,652,0.0971797411,80.890625,1,1,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"6674",340,"SB",20,1,"P",1,2050,6,1,0,10,3,17,62,0.0589028774,65.609375,1,1,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"6676",0,"SA",20,1,"P",1,450,5,1,44,14,1,16,32,0.1698454199,56.1015625,2,1,161,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"6677",0,"SO",18,1,"P",1,2550,2,1,0,18,0,14,0,0.1881344672,44.140625,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"6678",1,"SB",18,1,"P",2,250,2,1,1,1,1,7,528,0,59.3984375,1,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"6679",300,"SC",20,1,"P",1,1200,10,1,32,0,1,6,868,0.3049813677,62,1,0,0,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"6680",1,"SD",27,1,"P",1,2600,2,2,0,3,3,5,1,0.2809370048,40.7578125,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"6681",1,"SO",18,1,"P",1,500,3,1,0,9,0,2,124,0.1375791291,71.640625,1,1,28,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"6682",1,"SC",19,1,"P",2,150,33,1,25,27,1,9,31,0.2330622342,52.859375,2,1,0,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"6683",1,"SF",19,2,"R",1,150,2,3,65,20,2,20,497,0.0894000749,54.4609375,1,0,131,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"6684",0,"SD",20,1,"P",1,1800,2,1,0,16,1,49,92,0.1514580837,80.40625,1,0,56,5,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"6685",1,"SA",22,1,"P",1,1650,30,1,35,0,0,3,466,0,81.5,2,0,0,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"6686",0,"SO",27,1,"P",1,1750,14,2,0,0,0,31,155,0,36.90625,1,0,21,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"6687",0,"SF",21,5,"P",1,250,27,2,31,10,0,40,0,0,66.703125,2,0,0,4,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"6688",940,"SO",24,0,"P",1,1550,35,1,0,14,2,54,465,0.0866004478,37.609375,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"6689",0,"SC",18,1,"P",1,300,23,1,25,20,0,35,3348,0,48.9140625,1,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"6690",0,"SO",18,1,"P",2,250,2,1,1,27,0,32,63,0.5328556709,61.6484375,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
