"","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02","var.FT","var.SA","var.SB","var.SC","var.SD","var.SE","var.SF","var.SG","var.SH","var.SJ","var.SK","var.SL","var.SM","var.SN","var.SO","var.H","var.P","var.R","var.1","var.2","var.3","var.4","var.5","response"
"1451",0,"SM",19,0,"P",1,500,8,1,44,2,1,1,464,0.1654781583,89.03125,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
"1454",0,"SA",20,0,"P",2,1050,17,2,0,3,3,23,9795,0,54.296875,1,1,0,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"1465",200,"SA",19,0,"P",1,15000,16,2,0,8,1,25,3907,0.0519383488,90.359375,1,1,0,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"1466",0,"SH",18,0,"P",1,750,23,1,0,10,14,1,30,0.5389075279,67.90625,1,1,0,3,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"1467",0,"SM",18,0,"P",1,900,76,3,74,18,0,6,1521,0.1079685788,53.5234375,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
"1470",0,"SC",18,0,"P",1,400,14,1,0,6,0,4,1177,0,59.0078125,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"1475",0,"SO",19,0,"P",3,650,1,2,0,25,2,7,496,0.071773666,80.40625,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"1476",0,"SC",18,0,"P",1,200,26,1,0,18,0,25,588,0.5101437774,54.421875,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"1477",1,"SA",18,0,"P",2,750,53,1,0,24,2,8,775,0.0041681644,68.890625,1,1,0,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"1482",0,"SO",18,0,"P",2,500,5,1,49,23,0,5,0,0,84.859375,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"1484",0,"SO",18,0,"P",1,3300,5,1,0,19,0,7,124,0.0184326824,75.734375,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"1485",0,"SJ",17,0,"P",1,9200,25,1,0,16,0,43,404,0.0917329167,74.859375,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"1487",1,"SB",18,0,"P",1,100,36,1,15,0,0,1,34,0.0288245282,56.984375,1,1,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"1493",0,"SM",18,0,"P",1,950,14,1,25,15,0,4,962,0,72.5625,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
"1495",0,"SH",18,0,"P",1,1250,1,1,0,9,2,6,31,0,27.62109375,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"1498",1,"SE",18,0,"P",1,700,32,1,81,12,0,36,0,0,72.71875,1,0,0,5,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"1501",0,"SN",20,1,"P",1,800,18,2,0,4,2,5,31,0.5485607218,93.578125,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
"1502",1,"SO",18,0,"P",1,700,35,2,0,2,0,4,125,0.0891426473,95.5625,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"1503",2,"SL",18,0,"P",1,950,11,1,59,16,0,6,340,0,41.3125,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
"1505",1,"SO",19,0,"P",1,950,15,1,25,7,2,18,0,0.0450873479,69.40625,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"1508",0,"SF",19,0,"P",1,550,4,3,0,4,2,16,0,0.0334416453,78.46875,1,2,279,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"1509",0,"SF",18,0,"P",1,350,16,2,0,12,0,59,2108,0,87.4375,1,1,0,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"1512",0,"SO",25,0,"P",1,7500,23,1,0,18,7,54,403,0,58.4921875,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"1513",0,"SO",18,0,"P",3,650,1,1,0,1,0,27,712,0,63.65625,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"1514",0,"SO",18,0,"P",1,500,8,1,26,6,0,23,0,0.0930918362,61.3671875,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"1517",0,"SA",19,0,"P",1,500,35,2,0,3,0,16,0,0,87.59375,1,0,455,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"1523",0,"SH",19,0,"P",1,1050,12,1,1,17,0,5,1,0.21644251,8.2578125,2,0,0,5,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"1524",0,"SM",18,0,"P",2,350,22,1,30,23,0,6,0,0.1594414385,81.390625,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
"1525",0,"SB",19,0,"P",2,150,4,1,85,13,1,42,0,0,78.46875,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"1526",0,"SA",18,0,"P",3,1900,10,1,30,18,0,38,0,0.0755433824,59.71875,1,0,0,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"1527",0,"SA",20,0,"P",1,1050,16,1,40,20,2,25,125,0.1481927559,63.0859375,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"1528",0,"SF",20,2,"P",1,1450,38,1,0,20,0,13,3441,0.1938391477,40.9296875,1,1,1648,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"1529",0,"SB",18,0,"P",1,500,24,1,64,13,12,26,0,0.2830249546,63.171875,2,1,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"1530",0,"SO",18,0,"P",1,100,23,1,0,7,0,18,30,0.2078287606,52.375,1,0,32,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"1531",0,"SH",19,0,"P",1,50,2,2,1,15,3,21,0,0.1665384327,73.796875,2,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"1532",0,"SC",18,0,"P",1,50,2,1,1,0,0,12,0,0,56.203125,1,1,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"1533",0,"SF",19,0,"P",1,100,14,1,25,3,0,11,31,0,59.875,1,1,180,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"1534",0,"SA",18,0,"P",1,2200,17,1,0,6,2,8,342,0.0591977814,58.4296875,2,0,0,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1535",0,"SN",25,0,"P",1,150,24,1,40,11,1,6,0,0,69.578125,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"1536",0,"SB",18,0,"P",1,2850,11,3,1,6,0,6,217,0.1923442939,57.0546875,1,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1537",0,"SA",23,0,"R",2,700,8,1,1,1,12,46,434,0.0324841359,51.265625,1,0,754,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1538",1,"SO",20,0,"P",1,2050,12,1,0,0,2,9,0,0,49.46875,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"1539",0,"SM",18,0,"P",1,50,2,1,0,17,3,4,61,0.084567864,16.41015625,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"1540",1,"SM",20,0,"P",1,200,15,3,92,0,1,11,403,0,49.3359375,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"1541",0,"SC",18,0,"P",1,800,25,1,40,3,1,1,0,0,45.15625,1,1,0,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"1542",1,"SD",19,0,"P",1,350,11,3,1,13,2,8,372,0.1263816925,50.5546875,1,1,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"1543",0,"SH",19,0,"P",2,1600,34,1,184,16,0,47,29,0.1395231141,76.5,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"1544",0,"SK",19,0,"P",1,100,16,1,0,9,2,6,31,0.1392529979,73.234375,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"1545",0,"SF",19,0,"P",1,21200,28,1,110,2,0,55,341,0.2389678895,53.03125,1,0,0,5,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1546",1,"SO",29,4,"H",2,4750,5,2,0,0,5,4,185,0.2252078117,48.4453125,2,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"1547",0,"SA",20,1,"P",1,500,19,1,0,14,4,44,681,0,42.828125,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"1548",0,"SO",18,0,"P",1,650,32,1,0,4,0,80,0,0.0479845132,61.8671875,2,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"1549",1,"SK",18,0,"P",2,950,12,1,0,17,0,52,0,0,85,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
"1550",0,"SA",18,0,"P",3,500,8,1,15,8,1,20,9795,0.1101254448,84.53125,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1551",0,"SO",18,0,"P",1,6750,26,1,0,20,4,80,32,0,69.25,2,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"1552",400,"SE",22,0,"P",1,500,30,1,44,18,3,14,6262,0,80.828125,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1553",0,"SO",32,0,"H",2,50,20,1,0,3,2,4,124,0.0127699945,52.265625,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"1554",0,"SO",18,0,"P",2,4550,2,1,1,6,2,27,434,0.0880662734,89.375,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"1555",0,"SO",18,0,"P",1,250,4,1,50,7,0,8,31,0.2423848952,59.9609375,1,1,33,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"1556",0,"SM",31,0,"R",1,1000,15,1,0,12,0,15,0,0.5245071463,23.0546875,2,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"1557",0,"SD",19,0,"P",1,400,10,2,0,4,0,2,404,0.1744614947,54.15625,1,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"1558",840,"SA",27,1,"R",1,950,2,1,95,6,0,21,775,0.199281597,48.1171875,1,1,799,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1559",0,"SH",18,0,"P",1,500,15,1,0,5,0,1,185,0.4955780422,69.875,2,0,455,5,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1560",0,"SA",30,0,"P",1,150,52,1,0,14,0,66,681,0,38.625,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1561",1,"SM",18,0,"P",1,350,9,2,4,7,0,58,94,0,58.328125,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
"1562",0,"SD",19,0,"P",1,50,4,1,45,7,1,7,0,0,90.359375,1,0,0,5,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1563",10,"SO",19,0,"P",1,700,58,1,0,11,0,2,0,0.5635565165,56.890625,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"1564",120,"SN",31,0,"R",2,700,7,1,0,8,11,1,93,0.1929353271,73.8125,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"1565",0,"SB",23,0,"R",1,1000,3,1,35,13,3,9,868,0.1784979817,71.6875,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1566",0,"SO",20,0,"P",2,400,9,1,1,2,1,3,187,0.0351117072,47.2109375,1,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"1567",0,"SG",22,1,"P",2,950,8,1,50,6,0,20,0,0.0629249196,67.265625,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1568",0,"SA",20,0,"P",2,4700,23,1,30,8,2,5,496,0.5215845592,53.7578125,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"1570",2,"SO",19,0,"P",1,100,40,1,1,6,0,33,124,0.0141396786,72.546875,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"1573",0,"SL",18,0,"P",1,150,1,1,1,17,0,40,0,0,77.453125,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
"1574",1,"SB",18,0,"P",3,200,6,1,0,18,1,64,1830,0,82.65625,1,0,211,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"1576",0,"SD",21,0,"P",1,950,10,2,0,11,3,52,92,0,67.765625,1,2,937,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"1579",0,"SH",18,0,"P",1,1100,1,1,0,12,0,65,279,0,86.296875,1,0,295,5,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"1580",0,"SO",16,0,"P",1,750,12,1,0,14,0,56,124,0,95.40625,1,0,686,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"1583",0,"SC",19,0,"P",1,250,23,1,0,18,0,41,0,0.0563212855,69.5625,1,1,0,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"1584",0,"SC",18,0,"P",1,750,21,1,320,2,0,46,124,0,59.2890625,1,0,1138,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"1585",0,"SF",18,0,"P",3,1450,44,1,0,10,0,40,29,0.0561694877,54.2421875,1,0,0,5,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"1589",1,"SO",18,0,"P",1,400,37,1,0,11,0,37,0,0,96.25,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"1590",0,"SD",18,0,"P",1,1800,12,1,84,15,0,33,124,0,58.28125,1,0,0,5,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"1591",0,"SO",18,0,"P",1,500,6,3,24,15,0,35,247,0.1084356394,71.71875,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"1592",1,"SO",21,0,"P",2,800,5,2,134,23,3,9,62,0.1729276483,76.6875,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"1593",0,"SO",18,0,"P",1,450,42,1,0,6,0,36,0,0.3198304633,69,1,0,251,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"1594",1,"SA",19,0,"P",1,350,7,5,39,9,0,34,311,0.0747961851,46.2734375,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"1596",0,"SO",18,0,"P",1,900,2,1,0,8,0,38,62,0,58.234375,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"1597",800,"SL",30,0,"R",2,1000,2,2,1,5,0,32,1055,0.2742649997,39.0546875,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
"1598",0,"SC",18,0,"P",1,950,5,2,129,7,0,28,527,0.1097990277,78.609375,2,0,0,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"1599",0,"SF",18,0,"P",1,250,30,1,0,23,0,25,3441,0,88.875,1,0,350,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"1600",0,"SF",19,1,"H",1,350,4,1,36,12,0,27,63,0.0732142248,60.140625,2,1,248,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
"1601",0,"SM",18,0,"R",2,750,2,2,424,20,1,25,187,0,77.546875,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
"1603",480,"SO",18,0,"P",2,800,19,1,0,13,0,24,3007,0.0282795737,55.5078125,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"1604",0,"SA",19,0,"P",1,650,2,2,21,5,0,24,33,0.3669701079,44.953125,2,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"1606",1,"SM",19,0,"P",1,1450,31,1,36,20,1,22,29,0,56.6015625,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
"1607",0,"SO",18,0,"P",1,300,14,1,0,11,0,22,0,0.0424344692,78.671875,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"1608",0,"SO",18,0,"P",2,2350,29,1,0,6,0,20,124,0.1001350682,84.546875,2,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"1609",0,"SC",17,0,"P",1,200,1,2,0,18,18,21,373,0.102788056,42.3046875,1,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"1610",0,"SB",18,0,"P",1,600,1,2,0,0,0,18,464,0.1627887636,63.3125,1,1,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"1611",24,"SO",20,0,"P",2,3300,3,1,0,16,4,18,31309,0,58.0859375,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"1613",0,"SA",18,0,"P",2,100,3,2,0,15,0,19,93,0.1124086983,91.140625,1,0,0,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"1614",0,"SM",22,1,"P",1,1900,14,2,0,1,1,17,0,0.2633489538,60.171875,1,2,1803,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
"1616",620,"SA",19,0,"P",1,300,4,2,69,17,0,16,31,0.0972983907,76.140625,1,1,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"1617",0,"SO",18,0,"P",1,800,55,1,231,3,0,14,31,0.0460008202,77.6875,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"1619",80,"SB",19,0,"P",2,300,2,3,280,1,2,13,0,0.0012827822,81.4375,1,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"1620",0,"SO",18,0,"P",2,4050,6,1,42,18,0,15,63,0,77.75,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"1625",1,"SG",19,0,"P",1,3150,7,1,14,4,2,13,62,0,78.75,2,1,0,3,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"1626",0,"SB",18,0,"P",2,200,23,1,44,16,0,13,154,0.0301557273,82.765625,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"1627",1,"SM",18,0,"P",1,50,10,1,24,16,0,12,0,0.0033835629,77.953125,2,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
"1628",0,"SO",18,0,"P",1,10350,21,1,0,0,0,9,1487,0.0877048417,18.92578125,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"1630",0,"SG",18,0,"P",1,750,17,1,26,22,0,10,1859,0.2003504084,62.8125,1,1,0,3,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"1631",1,"SD",18,0,"P",1,1450,2,1,0,8,0,10,1395,0.0371954984,65.484375,2,1,0,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"1633",0,"SD",20,0,"P",1,150,6,1,0,2,3,1,0,0.0201057011,54.8828125,2,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"1634",0,"SL",19,0,"P",1,100,23,1,39,15,0,2,186,0.0526035597,59.3828125,1,0,339,5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
"1635",0,"SD",18,0,"P",1,950,26,1,70,24,0,13,649,0,60.359375,1,1,0,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"1636",0,"SF",18,0,"P",1,950,10,1,16,27,0,10,1706,0.2232095087,64.171875,1,1,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"1640",0,"SC",19,0,"P",1,950,21,2,30,4,0,8,311,0,67.109375,1,1,0,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"1641",0,"SA",18,0,"P",1,200,66,1,0,7,1,8,651,0,99,1,1,0,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"1642",1,"SN",18,0,"P",1,950,16,1,0,19,0,8,1,0.0132809487,60.1796875,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
"1643",0,"SA",18,0,"P",1,5000,16,2,65,17,0,8,1551,0.0589408297,76.0625,1,1,0,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"1645",0,"SN",18,0,"P",1,350,2,2,50,16,0,5,32,0,82.828125,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
"1646",0,"SF",18,0,"P",1,350,5,1,0,15,0,6,123,0,43.484375,1,0,0,5,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"1647",0,"SC",18,0,"P",1,250,5,10,0,19,0,8,1984,0,76.671875,1,0,0,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"1653",0,"SC",18,0,"P",1,950,7,1,62,12,0,5,61,0.0308353285,84.03125,1,0,0,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"1655",0,"SO",19,0,"P",1,650,32,1,0,2,1,5,0,0,36.90625,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"1657",0,"SK",18,0,"P",1,500,34,1,65,14,0,4,868,0,65.03125,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
"1658",0,"SO",19,0,"P",1,750,13,1,0,0,0,5,4434,0.2702946803,27.7421875,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"1659",1,"SF",18,0,"P",1,1050,22,1,40,12,0,7,434,0.0279819953,62.53125,1,1,0,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"1660",0,"SB",18,0,"P",1,250,3,1,1,9,0,5,619,0,60.359375,2,1,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"1661",0,"SA",18,0,"P",1,50,4,1,31,18,0,8,248,0,81.3125,1,0,0,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"1663",0,"SF",21,0,"P",1,1900,5,2,0,2,2,4,61,0.3915042682,51.9453125,2,1,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
